怪物名称,MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero
祖马守护者0,ZumaGuardian0,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian0,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
监护人3,ZumaGuardian3,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian3,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
监护人00,ZumaGuardian00,ZumaGuardian,15,0,50,0,2000,700,14,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian00,16,16,16,16,27,44,0,0,0,0,25,25,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红色雷霆祖玛,RedThunderZuma,RedThunderZuma,16,0,54,5,1000,1000,14,0,5000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\RedThunderZuma,18,18,20,20,20,70,0,0,0,0,25,22,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZumaTaurus,ZumaTaurus,ZumaTaurus,17,0,60,10,1000,630,14,0,12000,FALSE,TRUE,FALSE,FALSE,MongchonProvince\Zuma\ZumaTaurus,35,35,30,30,40,80,0,0,0,0,30,32,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZumaTaurus9,ZumaTaurus9,ZumaTaurus,17,0,60,10,1000,630,14,0,12000,FALSE,TRUE,FALSE,FALSE,MongchonProvince\Zuma\ZumaTaurus9,35,35,30,30,40,80,0,0,0,0,100,100,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的巨人鼠,Ancient_GiantRat,BigRat,0,0,38,0,1500,800,7,0,6000,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_GiantRat,20,20,0,0,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代巨鼠0,Ancient_GiantRat0,BigRat,0,0,38,0,1500,800,7,0,6000,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_GiantRat0,20,20,0,0,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛射手（Ancient_ZumaArcher,Ancient_ZumaArcher,ZumaArcher,8,0,40,0,1500,800,7,0,6100,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaArcher,20,20,0,0,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛弓箭手0,Ancient_ZumaArcher0,ZumaArcher,8,0,40,0,1500,800,7,0,6100,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaArcher0,20,20,0,0,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛神像,Ancient_ZumaStatue,ZumaStatue,15,0,50,0,1500,700,7,0,6200,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaStatue,20,20,0,0,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛神像0,Ancient_ZumaStatue0,ZumaStatue,15,0,50,0,1500,700,7,0,6200,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaStatue0,20,20,0,0,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛守护者,Ancient_ZumaGuardian,ZumaGuardian,15,0,50,0,1500,600,7,0,6300,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaGuardian,20,20,0,0,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛守护者0,Ancient_ZumaGuardian0,ZumaGuardian,15,0,50,0,1500,600,7,0,6300,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaGuardian0,20,20,0,0,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代_红雷祖玛,Ancient_RedThunderZuma,RedThunderZuma,16,0,54,0,800,800,7,0,30000,TRUE,TRUE,FALSE,FALSE,AncientCaves\ZumaTemple\Ancient_RedThunderZuma,20,20,0,0,55,110,0,0,0,0,15,16,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红狐人,RedFoxMan,RedFoxman,45,0,55,0,1800,800,7,0,5000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\RedFoxMan,5,5,15,15,40,75,30,30,0,0,16,16,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑狐人,BlackFoxMan,BlackFoxman,44,0,55,0,2200,1200,7,0,5000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\BlackFoxMan,20,20,5,5,10,65,0,0,0,0,5,8,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白狐人,WhiteFoxMan,WhiteFoxman,46,0,55,0,2200,1500,7,0,5200,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\WhiteFoxMan,10,10,25,25,25,55,0,0,0,0,16,16,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陷阱摇滚,TrapRock,TrapRock,47,0,52,0,1500,900,7,0,1500,FALSE,TRUE,TRUE,FALSE,MongchonProvince\Fox\TrapRock,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陷阱岩1,TrapRock1,TrapRock,47,0,52,0,1500,900,7,0,1500,FALSE,TRUE,TRUE,FALSE,MongchonProvince\Fox\TrapRock1,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者岩石,GuardianRock,GuardianRock,48,0,52,0,1500,5000,7,0,4000,FALSE,TRUE,TRUE,FALSE,MongchonProvince\Fox\GuardianRock,10,10,15,15,22,55,0,0,0,0,17,15,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
电元素,ElectricElement,ThunderElement,49,0,37,0,1500,1050,7,0,2000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\ElectricElement,100,100,100,100,20,32,0,0,0,0,13,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
云元素,CloudElement,CloudElement,49,0,39,0,1500,1050,7,0,4000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\CloudElement,100,100,100,100,25,80,0,0,0,0,18,16,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
对冲基金（HedgeKekTal,HedgeKekTal,HedgeKekTal,51,0,38,0,1800,1600,7,0,2400,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\HedgeKekTal,13,13,18,18,20,52,0,0,0,0,16,18,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大树篱笆塔（BigHedgeKekTal,BigHedgeKekTal,BigHedgeKekTal,51,0,40,0,1800,1600,7,0,2100,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\BigHedgeKekTal,15,15,19,19,25,57,0,0,0,0,16,18,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
褐蛙蜘蛛,BrownFrogSpider,BrownFrogSpider,0,0,43,0,1200,600,7,0,2230,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\BrownFrogSpider,13,13,18,18,33,51,0,0,0,0,16,16,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红蛙蜘蛛,RedFrogSpider,RedFrogSpider,0,0,35,0,900,700,7,0,1950,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\RedFrogSpider,15,15,17,17,29,45,0,0,0,0,16,16,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大狐狸精,GreatFoxSpirit,GreatFoxSpirit,50,0,60,10,2500,2500,7,0,30000,FALSE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\GreatFoxSpirit,20,20,20,20,50,90,50,90,0,0,16,16,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛蛙,SpiderFrog,SpiderFrog,0,0,27,0,2500,900,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\SpiderFrog,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛蛙0,SpiderFrog0,SpiderFrog,0,0,27,0,2500,900,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\SpiderFrog0,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
喇叭口,HoroBlaster,HoroBlaster,0,0,27,0,2500,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\HoroBlaster,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoroBlaster0,HoroBlaster0,HoroBlaster,0,0,27,0,2500,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\HoroBlaster0,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝色的霍罗布拉斯特,BlueHoroBlaster,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\BlueHoroBlaster,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝色的HoroBlaster0,BlueHoroBlaster0,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\BlueHoroBlaster0,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梦之城_梦之城娱乐_梦之城国际娱乐_梦之城国际娱乐平台,KekTal,KekTal,0,0,28,0,1800,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\KekTal,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KekTal0,KekTal0,KekTal,0,0,28,0,1800,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\KekTal0,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫罗兰-凯克塔尔（VioletKekTal,VioletKekTal,VioletKekTal,0,0,28,0,1600,900,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\VioletKekTal,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫罗兰-凯克塔尔0,VioletKekTal0,VioletKekTal,0,0,28,0,1600,900,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\VioletKekTal0,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卡扎德,Khazard,Khazard,27,0,50,10,1800,800,7,0,3300,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\Khazard,15,15,10,10,20,50,0,0,0,0,15,16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑暗,Dark,Dark,8,0,26,0,2500,900,8,0,240,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dark,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑暗0,Dark0,Dark,8,0,26,0,2500,900,8,0,240,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dark0,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
粪便,Dung,Dung,7,0,26,0,2500,1800,7,0,215,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dung,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dung0,Dung0,Dung,7,0,26,0,2500,1800,7,0,215,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dung0,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫马士兵,WoomaSoldier,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaSoldier,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫马士兵0,WoomaSoldier0,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaSoldier0,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斗士（WoomaFighter,WoomaFighter,WoomaFighter,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaFighter,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斗士0,WoomaFighter0,WoomaFighter,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaFighter0,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
勇士,WoomaWarrior,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaWarrior,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫婆战士0,WoomaWarrior0,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaWarrior0,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火焰沃玛,FlamingWooma,FlamingWooma,10,0,31,0,1700,800,7,0,350,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\FlamingWooma,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火焰沃玛0,FlamingWooma0,FlamingWooma,10,0,31,0,1700,800,7,0,350,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\FlamingWooma0,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火焰沃玛2,FlamingWooma2,FlamingWooma,10,0,50,0,1700,800,7,0,385,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\FlamingWooma2,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者（WoomaGuardian,WoomaGuardian,WoomaGuardian,0,0,50,5,1500,800,7,0,2400,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaGuardian,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者1,WoomaGuardian1,WoomaGuardian,0,0,50,0,2500,600,7,0,1000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaGuardian1,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者2,WoomaGuardian2,WoomaGuardian,0,0,50,0,1000,500,7,0,10,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaGuardian2,50,50,50,50,10,25,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫婆金牛座,WoomaTaurus,WoomaTaurus,11,0,60,10,2500,1800,14,0,6000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaTaurus,25,25,40,40,35,90,0,0,0,0,20,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫马金牛座1,WoomaTaurus1,WoomaTaurus,11,0,60,0,2500,1500,7,0,1000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaTaurus1,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫马金牛座9,WoomaTaurus9,WoomaTaurus,11,0,60,10,1500,800,14,0,6000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaTaurus9,25,25,25,2,35,70,0,0,0,0,20,30,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的沃玛战士,Ancient_WoomaSoldier,WoomaSoldier,0,0,53,0,1800,1000,7,0,5200,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaSoldier,3,3,3,3,45,68,0,0,0,0,13,15,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代巫马战士,Ancient_WoomaFighter,WoomaFighter,0,0,53,0,1800,1000,7,0,5400,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaFighter,3,3,3,3,53,72,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代巫马战士,Ancient_WoomaWarrior,WoomaWarrior,0,0,53,0,1800,1000,7,0,5300,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaWarrior,3,3,3,3,46,70,0,0,0,0,13,15,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的火焰乌玛,Ancient_FlamingWooma,FlamingWooma,10,0,54,0,1500,800,7,0,5500,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_FlamingWooma,0,0,0,0,50,74,0,0,0,0,20,20,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的守护者,Ancient_WoomaGuardian,WoomaGuardian,0,0,87,0,1400,800,14,0,5600,TRUE,TRUE,FALSE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaGuardian,8,8,8,8,56,78,0,0,0,0,17,20,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
